direccion_original,direccion_consulta,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,precision,estado,fecha_consulta
CABILDO AV. 2268,CABILDO 2268,"CABILDO AV. 2268, CABA",-34.560519,-58.458152,,13,calle_altura,exacta,2026-06-13
GUIDO 1713;GUIDO 1705,GUIDO 1713,"GUIDO 1713, CABA",-34.590706,-58.389046,,2,calle_altura,exacta,2026-06-13
ESTADO DE ISRAEL AV. 4499;JUFRE 7,ESTADO DE ISRAEL 4499,"ESTADO DE ISRAEL AV. 4499, CABA",-34.598873,-58.429197,,15,calle_altura,exacta,2026-06-13
COBO AV. 1401,COBO 1401,"COBO AV. 1401, CABA",-34.64217,-58.434842,,7,calle_altura,exacta,2026-06-13
"MONTES DE OCA, MANUEL 1000;OLAVARRIA 1689",MONTES DE OCA 1000,"MONTES DE OCA, MANUEL AV. 1000, CABA",-34.639562,-58.374325,,4,calle_altura,exacta,2026-06-13
"SCALABRINI ORTIZ, RAUL AV. 2294",SCALABRINI ORTIZ 2294,"SCALABRINI ORTIZ, RAUL AV. 2294, CABA",-34.586964,-58.419033,,14,calle_altura,exacta,2026-06-13
CORRIENTES AV. 1658;CORRIENTES AV. 1662;MONTEVIDEO 306;MONTEVIDEO 312;MONTEVIDEO 314;MONTEVIDEO 348;MONTEVIDEO 350;SARMIENTO 1601;SARMIENTO 1603;SARMIENTO 1607;SARMIENTO 1611;SARMIENTO 1645,CORRIENTES 1658,"CORRIENTES AV. 1658, CABA",-34.604339,-58.389891,,1,calle_altura,exacta,2026-06-13
"PUEYRREDON, HONORIO, DR. AV. 1484",PUEYRREDON 1484,"PUEYRREDON AV. 1484, CABA",-34.593525,-58.402046,,2,calle_altura,exacta,2026-06-13
GRECIA 3580,GRECIA 3580,"GRECIA 3580, CABA",-34.546708,-58.463147,,13,calle_altura,exacta,2026-06-13
CUENCA 2787,CUENCA 2787,"CUENCA 2787, CABA",-34.603998,-58.493238,,11,calle_altura,exacta,2026-06-13
CORRIENTES AV. 4050,CORRIENTES 4050,"CORRIENTES AV. 4050, CABA",-34.60316,-58.421938,,5,calle_altura,exacta,2026-06-13
ANDONAEGUI 2191,ANDONAEGUI 2191,"ANDONAEGUI 2191, CABA",-34.577905,-58.487673,,12,calle_altura,exacta,2026-06-13
CORDOBA AV. 2550;PASO 795;PASO 797,CORDOBA 2550,"CORDOBA AV. 2550, CABA",-34.598914,-58.403049,,3,calle_altura,exacta,2026-06-13
GUAYAQUIL 712,GUAYAQUIL 712,"GUAYAQUIL 712, CABA",-34.621665,-58.438442,,6,calle_altura,exacta,2026-06-13
ACASSUSO 6492;ACASSUSO 6500;CAFAYATE 1002,ACASSUSO 6492,"ACASSUSO 6492, CABA",-34.649177,-58.514435,,9,calle_altura,exacta,2026-06-13
SAN MARTIN AV. 7170,SAN MARTIN 7170,"SAN MARTIN AV. 7170, CABA",-34.590623,-58.514867,,11,calle_altura,exacta,2026-06-13
SOLER 5592;SOLER 5598;FITZ ROY 2093,SOLER 5592,"SOLER 5592, CABA",-34.581032,-58.432477,,14,calle_altura,exacta,2026-06-13
MONROE 2791,MONROE 2791,"MONROE 2791, CABA",-34.560306,-58.463429,,13,calle_altura,exacta,2026-06-13
"SCALABRINI ORTIZ, RAUL AV. 2401;GUEMES 3905",SCALABRINI ORTIZ 2401,"SCALABRINI ORTIZ, RAUL AV. 2401, CABA",-34.586057,-58.417221,,14,calle_altura,exacta,2026-06-13
"BALBIN, RICARDO, DR. AV. 3658;BALBIN, RICARDO, DR. AV. 3660",BALBIN 3658,"BALBIN, RICARDO, DR. AV. 3658, CABA",-34.555648,-58.482292,,12,calle_altura,exacta,2026-06-13
"AMBROSETTI, JUAN B. 334",AMBROSETTI 334,"AMBROSETTI, JUAN B. 334, CABA",-34.614192,-58.437077,,6,calle_altura,exacta,2026-06-13
TUCUMAN 969,TUCUMAN 969,"TUCUMAN 969, CABA",-34.601299,-58.380587,,1,calle_altura,exacta,2026-06-13
GORRITI 4739,GORRITI 4739,"GORRITI 4739, CABA",-34.59112,-58.428414,,14,calle_altura,exacta,2026-06-13
"MARMOL, JOSE 1692;MARMOL, JOSE 1698",MARMOL 1692,"MARMOL, JOSE 1692, CABA",-34.634568,-58.422187,,5,calle_altura,exacta,2026-06-13
PUEYRREDON AV. 1782,PUEYRREDON 1782,"PUEYRREDON AV. 1782, CABA",-34.590477,-58.400616,,2,calle_altura,exacta,2026-06-13
MOLDES 1915,MOLDES 1915,"MOLDES 1915, CABA",-34.565333,-58.457967,,13,calle_altura,exacta,2026-06-13
CERRITO 304;SARMIENTO 1107;SARMIENTO 1101,CERRITO 304,"CERRITO 304, CABA",-34.604876,-58.382195,,1,calle_altura,exacta,2026-06-13
CERRITO 274;CERRITO 264;CERRITO 268;CERRITO 270;SARMIENTO 1116;SARMIENTO 1118;SARMIENTO 1124,CERRITO 274,"CERRITO 274, CABA",-34.60533,-58.382173,,1,calle_altura,exacta,2026-06-13
CIUDAD DE LA PAZ 1090,CIUDAD DE LA PAZ 1090,"CIUDAD DE LA PAZ 1090, CABA",-34.569814,-58.449076,,13,calle_altura,exacta,2026-06-13
CERVIÑO AV. 3812,CERVINO 3812,"CERVIÑO AV. 3812, CABA",-34.579076,-58.412768,,14,calle_altura,exacta,2026-06-13
LARRAZABAL 3898;RIESTRA AV. 5497;RIESTRA AV. 5499,LARRAZABAL 3898,"LARRAZABAL 3898, CABA",-34.675432,-58.473349,,8,calle_altura,exacta,2026-06-13
CUENCA 3380,CUENCA 3380,"CUENCA 3380, CABA",-34.598904,-58.497206,,11,calle_altura,exacta,2026-06-13
"ALSINA, ADOLFO 2422",ALSINA 2422,"ALSINA, ADOLFO 2422, CABA",-34.612136,-58.400561,,3,calle_altura,exacta,2026-06-13
"CABRERA, JOSE A. 5370",CABRERA 5370,"CABRERA, JOSE A. 5370, CABA",-34.587585,-58.435643,,14,calle_altura,exacta,2026-06-13
NAZCA AV. 290,NAZCA 290,"NAZCA AV. 290, CABA",-34.628561,-58.470709,,7,calle_altura,exacta,2026-06-13
ROCAMORA 4302;ROCAMORA 4306,ROCAMORA 4302,"ROCAMORA 4302, CABA",-34.599199,-58.425323,,5,calle_altura,exacta,2026-06-13
DEL LIBERTADOR AV. 306,DEL LIBERTADOR 306,"DEL LIBERTADOR AV. 306, CABA",-34.591154,-58.378088,,1,calle_altura,exacta,2026-06-13
SARMIENTO 985,SARMIENTO 985,"SARMIENTO 985, CABA",-34.604878,-58.380543,,1,calle_altura,exacta,2026-06-13
SANTA FE AV. 4502;SANTA FE AV. 4504,SANTA FE 4502,"SANTA FE AV. 4502, CABA",-34.579272,-58.424569,,14,calle_altura,exacta,2026-06-13
LAVALLE 1565;LAVALLE 1561,LAVALLE 1565,"LAVALLE 1565, CABA",-34.602901,-58.388812,,1,calle_altura,exacta,2026-06-13
BERMUDEZ 2022,BERMUDEZ 2022,"BERMUDEZ 2022, CABA",-34.619811,-58.509135,,10,calle_altura,exacta,2026-06-13
"MITRE, EMILIO 381",MITRE 381,"MITRE, BARTOLOME 381, CABA",-34.6066,-58.371772,,1,calle_altura,exacta,2026-06-13
ENTRE RIOS AV. 219,ENTRE RIOS 219,"ENTRE RIOS AV. 219, CABA",-34.611836,-58.391889,,3,calle_altura,exacta,2026-06-13
"MONTES DE OCA, MANUEL 1764;MONTES DE OCA, MANUEL 1770",MONTES DE OCA 1764,"MONTES DE OCA, MANUEL AV. 1764, CABA",-34.647664,-58.372718,,4,calle_altura,exacta,2026-06-13
DOBLAS 532,DOBLAS 532,"DOBLAS 532, CABA",-34.623004,-58.430593,,6,calle_altura,exacta,2026-06-13
PATAGONES 2966,PATAGONES 2966,"PATAGONES 2966, CABA",-34.638271,-58.404822,,4,calle_altura,exacta,2026-06-13
CORDOBA AV. 3528,CORDOBA 3528,"CORDOBA AV. 3528, CABA",-34.597934,-58.416368,,5,calle_altura,exacta,2026-06-13
VALLE PJE. PARTICULAR (ALT. ARGERICH 500) 11,VALLE PJE PARTICULAR (ALT ARGERICH 500) 11,"VALLE PJE. PARTICULAR (ALT. ARGERICH 500) 11, CABA",-34.625915,-58.472791,,7,calle_altura,exacta,2026-06-13
CORDOBA AV. 1472,CORDOBA 1472,"CORDOBA AV. 1472, CABA",-34.599418,-58.387817,,1,calle_altura,exacta,2026-06-13
RIOBAMBA 1174,RIOBAMBA 1174,"RIOBAMBA 1174, CABA",-34.5949,-58.394589,,2,calle_altura,exacta,2026-06-13
"CASTRO, EMILIO AV. 6402",CASTRO 6402,"CASTRO, EMILIO AV. 6402, CABA",-34.650308,-58.511708,,9,calle_altura,exacta,2026-06-13
MEDRANO AV. 366,MEDRANO 366,"MEDRANO AV. 366, CABA",-34.606454,-58.421413,,5,calle_altura,exacta,2026-06-13
"PERON, EVA AV. 1693",PERON 1693,"PERON, JUAN DOMINGO, TTE. GENERAL 1693, CABA",-34.606664,-58.390596,,1,calle_altura,exacta,2026-06-13
GANA 218,GANA 218,"GANA 218, CABA",-34.637019,-58.52671,,9,calle_altura,exacta,2026-06-13
DIRECTORIO AV. 3396,DIRECTORIO 3396,"DIRECTORIO AV. 3396, CABA",-34.637353,-58.473325,,9,calle_altura,exacta,2026-06-13
DE MAYO AV. 843,DE MAYO 843,"DE MAYO AV. 843, CABA",-34.608841,-58.378386,,1,calle_altura,exacta,2026-06-13
BELGRANO AV. 3792,BELGRANO 3792,"BELGRANO AV. 3792, CABA",-34.615912,-58.419791,,5,calle_altura,exacta,2026-06-13
"NECOCHEA 842;VILLAFAÑE, WENCESLAO 299",NECOCHEA 842,"NECOCHEA 842, CABA",-34.631365,-58.359494,,4,calle_altura,exacta,2026-06-13
TRIUNVIRATO AV. 2899,TRIUNVIRATO 2899,"TRIUNVIRATO AV. 2899, CABA",-34.58501,-58.463341,,15,calle_altura,exacta,2026-06-13
CORRIENTES AV. 4580,CORRIENTES 4580,"CORRIENTES AV. 4580, CABA",-34.602368,-58.429888,,5,calle_altura,exacta,2026-06-13
CUBA 4694,CUBA 4694,"CUBA 4694, CABA",-34.539822,-58.472132,,13,calle_altura,exacta,2026-06-13
11 DE SEPTIEMBRE DE 1888 4401,11 DE SEPTIEMBRE DE 1888 4401,"11 DE SEPTIEMBRE DE 1888 4401, CABA",-34.539452,-58.465875,,13,calle_altura,exacta,2026-06-13
AGRELO 3999,AGRELO 3999,"AGRELO 3999, CABA",-34.61893,-58.422334,,5,calle_altura,exacta,2026-06-13
"LACROZE, FEDERICO AV. 2862",LACROZE 2862,"LACROZE, FEDERICO AV. 2862, CABA",-34.574442,-58.447334,,13,calle_altura,exacta,2026-06-13
"BEIRO, FRANCISCO AV. 5291;BEIRO, FRANCISCO AV. 5293",BEIRO 5291,"BEIRO, FRANCISCO AV. 5291, CABA",-34.613779,-58.524919,,11,calle_altura,exacta,2026-06-13
CORRIENTES AV. 4656;PANAMA 995,CORRIENTES 4656,"CORRIENTES AV. 4656, CABA",-34.602231,-58.431217,,5,calle_altura,exacta,2026-06-13
MORENO 825,MORENO 825,"MORENO 825, CABA",-34.611646,-58.378061,,1,calle_altura,exacta,2026-06-13
JUNIN 1960;JUNIN 1962;AZCUENAGA 2085;AZCUENAGA 2087;AZCUENAGA 2091;AZCUENAGA 2093;AZCUENAGA 2095;AZCUENAGA 2097,JUNIN 1960,"JUNIN 1960, CABA",-34.586496,-58.391578,,2,calle_altura,exacta,2026-06-13
CALLAO AV. 1081,CALLAO 1081,"CALLAO AV. 1081, CABA",-34.596107,-58.393215,,2,calle_altura,exacta,2026-06-13
"BEIRO, FRANCISCO AV. 3095",BEIRO 3095,"BEIRO, FRANCISCO AV. 3095, CABA",-34.596504,-58.496795,,15,calle_altura,exacta,2026-06-13
CALLAO AV. 1027,CALLAO 1027,"CALLAO AV. 1027, CABA",-34.596987,-58.393123,,2,calle_altura,exacta,2026-06-13
SUIPACHA 755,SUIPACHA 755,"SUIPACHA 755, CABA",-34.599545,-58.379678,,1,calle_altura,exacta,2026-06-13
"BEIRO, FRANCISCO AV. 4473",BEIRO 4473,"BEIRO, FRANCISCO AV. 4473, CABA",-34.606973,-58.513736,,11,calle_altura,exacta,2026-06-13
TUCUMAN 2792,TUCUMAN 2792,"TUCUMAN 2792, CABA",-34.601781,-58.405799,,3,calle_altura,exacta,2026-06-13
SOLER 4501,SOLER 4501,"SOLER 4501, CABA",-34.588111,-58.42336,,14,calle_altura,exacta,2026-06-13
"PERON, EVA AV. 3594",PERON 3594,"PERON, JUAN DOMINGO, TTE. GENERAL 3594, CABA",-34.606949,-58.417123,,5,calle_altura,exacta,2026-06-13
MONTEVIDEO 1250,MONTEVIDEO 1250,"MONTEVIDEO 1250, CABA",-34.594707,-58.390092,,2,calle_altura,exacta,2026-06-13
ECHEVERRIA 5451,ECHEVERRIA 5451,"ECHEVERRIA 5451, CABA",-34.581415,-58.485499,,12,calle_altura,exacta,2026-06-13
ACOYTE 1077;ACOYTE 1073;ACOYTE 1075,ACOYTE 1077,"ACOYTE 1077, CABA",-34.606213,-58.440079,,6,calle_altura,exacta,2026-06-13
"DE LA TORRE, LISANDRO 1278",DE LA TORRE 1278,"DE LA TORRE, LISANDRO 1278, CABA",-34.652074,-58.513509,,9,calle_altura,exacta,2026-06-13
"MITRE, BARTOLOME 1101",MITRE 1101,"MITRE, BARTOLOME 1101, CABA",-34.607315,-58.382144,,1,calle_altura,exacta,2026-06-13
ACOYTE AV. 95,ACOYTE 95,"ACOYTE AV. 95, CABA",-34.617189,-58.436927,,6,calle_altura,exacta,2026-06-13
"RAMIREZ DE VELASCO, JUAN 1153",RAMIREZ DE VELASCO 1153,"RAMIREZ DE VELASCO, JUAN 1153, CABA",-34.592415,-58.442216,,15,calle_altura,exacta,2026-06-13
LAVALLE 1134,LAVALLE 1134,"LAVALLE 1134, CABA",-34.602633,-58.38286,,1,calle_altura,exacta,2026-06-13
CHICLANA AV. 3393;CHICLANA AV. 3399,CHICLANA 3393,"CHICLANA AV. 3393, CABA",-34.635026,-58.412325,,5,calle_altura,exacta,2026-06-13
RODRIGUEZ PEÑA 1295;RODRIGUEZ PEÑA 1299,RODRIGUEZ PENA 1295,"RODRIGUEZ PEÑA 1295, CABA",-34.594114,-58.3921,,2,calle_altura,exacta,2026-06-13
"CONESA 1299;ARREDONDO, Virrey 2882",CONESA 1299,"CONESA 1299, CABA",-34.571599,-58.454278,,13,calle_altura,exacta,2026-06-13
CORRIENTES AV. 4867,CORRIENTES 4867,"CORRIENTES AV. 4867, CABA",-34.601223,-58.434468,,15,calle_altura,exacta,2026-06-13
INDEPENDENCIA AV. 3526,INDEPENDENCIA 3526,"INDEPENDENCIA AV. 3526, CABA",-34.620978,-58.4155,,5,calle_altura,exacta,2026-06-13
MORON 3473,MORON 3473,"MORON 3473, CABA",-34.625949,-58.479449,,10,calle_altura,exacta,2026-06-13
SANTO TOME 6121,SANTO TOME 6121,"SANTO TOME 6121, CABA",-34.626571,-58.522448,,10,calle_altura,exacta,2026-06-13
CUENCA 2301,CUENCA 2301,"CUENCA 2301, CABA",-34.608789,-58.48898,,11,calle_altura,exacta,2026-06-13
DE LOS CORRALES AV. 7400,DE LOS CORRALES 7400,"DE LOS CORRALES AV. 7400, CABA",-34.668503,-58.507119,,9,calle_altura,exacta,2026-06-13
"NAON, ROMULO 3701",NAON 3701,"NAON, ROMULO 3701, CABA",-34.555075,-58.482408,,12,calle_altura,exacta,2026-06-13
"REPETTO, NICOLAS, DR. 1295;REPETTO, NICOLAS, DR. 1299",REPETTO 1295,"REPETTO, NICOLAS, DR. 1295, CABA",-34.607432,-58.449891,,6,calle_altura,exacta,2026-06-13
PAREJA 3050,PAREJA 3050,"PAREJA 3050, CABA",-34.591225,-58.50078,,12,calle_altura,exacta,2026-06-13
SARMIENTO 2143,SARMIENTO 2143,"SARMIENTO 2143, CABA",-34.605941,-58.397134,,3,calle_altura,exacta,2026-06-13
ALVAREZ THOMAS AV. 1700,ALVAREZ THOMAS 1700,"ALVAREZ THOMAS AV. 1700, CABA",-34.579071,-58.46595,,15,calle_altura,exacta,2026-06-13
ENTRE RIOS AV. 818,ENTRE RIOS 818,"ENTRE RIOS AV. 818, CABA",-34.618394,-58.391597,,1,calle_altura,exacta,2026-06-13
"DIAZ, AVELINO 1201;CACHIMAYO 1495",DIAZ 1201,"DIAZ, AVELINO 1201, CABA",-34.636682,-58.436805,,7,calle_altura,exacta,2026-06-13
24 DE NOVIEMBRE 62,24 DE NOVIEMBRE 62,"24 DE NOVIEMBRE 62, CABA",-34.61141,-58.41166,,3,calle_altura,exacta,2026-06-13
"PERON, JUAN DOMINGO, TTE. GENERAL 3601;BRAVO, MARIO 302",PERON 3601,"PERON, JUAN DOMINGO, TTE. GENERAL 3601, CABA",-34.606828,-58.417383,,5,calle_altura,exacta,2026-06-13
"HERNANDEZ, JOSE 2454",HERNANDEZ 2454,"HERNANDEZ, JOSE 2454, CABA",-34.566001,-58.453996,,13,calle_altura,exacta,2026-06-13
CALLAO AV. 484,CALLAO 484,"CALLAO AV. 484, CABA",-34.603367,-58.392473,,3,calle_altura,exacta,2026-06-13
"ROCA, JULIO A., PRESIDENTE AV. 622",ROCA 622,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 622, CABA",-34.610885,-58.375316,,1,calle_altura,exacta,2026-06-13
SARMIENTO 1717,SARMIENTO 1717,"SARMIENTO 1717, CABA",-34.605515,-58.39109,,1,calle_altura,exacta,2026-06-13
LA PAMPA 1395,LA PAMPA 1395,"LA PAMPA 1395, CABA",-34.558802,-58.444093,,13,calle_altura,exacta,2026-06-13
CABILDO AV. 2680,CABILDO 2680,"CABILDO AV. 2680, CABA",-34.557101,-58.461212,,13,calle_altura,exacta,2026-06-13
MORENO 888,MORENO 888,"MORENO 888, CABA",-34.611751,-58.378844,,1,calle_altura,exacta,2026-06-13
LA RIOJA 31,LA RIOJA 31,"LA RIOJA 31, CABA",-34.610678,-58.408862,,3,calle_altura,exacta,2026-06-13
"ALBERDI, JUAN BAUTISTA AV. 1842",ALBERDI 1842,"ALBERDI, JUAN BAUTISTA AV. 1842, CABA",-34.628999,-58.454255,,7,calle_altura,exacta,2026-06-13
GASCON 519,GASCON 519,"GASCON 519, CABA",-34.605675,-58.424468,,5,calle_altura,exacta,2026-06-13
ARMENIA 1315,ARMENIA 1315,"ARMENIA 1315, CABA",-34.592117,-58.431266,,14,calle_altura,exacta,2026-06-13
"SAENZ, MANUELA 343",SAENZ 343,"SAENZ AV. 343, CABA",-34.64338,-58.416224,,4,calle_altura,exacta,2026-06-13
CORDOBA AV. 1501;PARANA 814,CORDOBA 1501,"CORDOBA AV. 1501, CABA",-34.59928,-58.388326,,2,calle_altura,exacta,2026-06-13
"ROCA, JULIO A., PRESIDENTE AV. 761",ROCA 761,"ROCA, JULIO A., PRESIDENTE DIAGONAL SUR AV. 761, CABA",-34.612265,-58.377116,,1,calle_altura,exacta,2026-06-13
"VIEDMA, FRANCISCO de 6999",VIEDMA 6999,"VIEDMA, FRANCISCO DE 6999, CABA",-34.638332,-58.527656,,9,calle_altura,exacta,2026-06-13
SAN MARTIN AV. 3185,SAN MARTIN 3185,"ESCALADA DE SAN MARTIN, R. 3185, CABA",-34.617215,-58.481722,,11,calle_altura,exacta,2026-06-13
URIARTE 2193,URIARTE 2193,"URIARTE 2193, CABA",-34.583458,-58.426149,,14,calle_altura,exacta,2026-06-13
BOEDO AV. 575,BOEDO 575,"BOEDO AV. 575, CABA",-34.61931,-58.416746,,5,calle_altura,exacta,2026-06-13
TRIUNVIRATO AV. 3803,TRIUNVIRATO 3803,"TRIUNVIRATO AV. 3803, CABA",-34.580564,-58.474778,,15,calle_altura,exacta,2026-06-13
LACARRA 604,LACARRA 604,"LACARRA 604, CABA",-34.640456,-58.480917,,9,calle_altura,exacta,2026-06-13
NAZCA AV. 1388,NAZCA 1388,"NAZCA AV. 1388, CABA",-34.617632,-58.476595,,11,calle_altura,exacta,2026-06-13
REPUBLICA BOLIVARIANA DE VENEZUELA 1290,REPUBLICA BOLIVARIANA DE VENEZUELA 1290,"REPUBLICA BOLIVARIANA DE VENEZUELA 1290, CABA",-34.614499,-58.384302,,1,calle_altura,exacta,2026-06-13
NUÑEZ 5261,NUNEZ 5261,"NUÑEZ 5261, CABA",-34.564076,-58.494075,,12,calle_altura,exacta,2026-06-13
REPUBLICA BOLIVARIANA DE VENEZUELA 2981,REPUBLICA BOLIVARIANA DE VENEZUELA 2981,"REPUBLICA BOLIVARIANA DE VENEZUELA 2981, CABA",-34.616418,-58.407884,,3,calle_altura,exacta,2026-06-13
GORRITI 4702,GORRITI 4702,"GORRITI 4702, CABA",-34.591405,-58.428174,,14,calle_altura,exacta,2026-06-13
"CARRIL, SALVADOR MARIA DEL AV. 2199;GAVILAN 4105;GAVILAN 4103",CARRIL 2199,"CARRIL, SALVADOR MARIA DEL AV. 2199, CABA",-34.585637,-58.490216,,12,calle_altura,exacta,2026-06-13
"RABANAL, FRANCISCO, INTENDENTE AV. 1354",RABANAL 1354,"RABANAL, FRANCISCO, INTENDENTE AV. 1354, CABA",-34.655311,-58.417256,,4,calle_altura,exacta,2026-06-13
"BEIRO, FRANCISCO AV. 5251",BEIRO 5251,"BEIRO, FRANCISCO AV. 5251, CABA",-34.61346,-58.524386,,11,calle_altura,exacta,2026-06-13
LIMA 1495,LIMA 1495,"LIMA 1495, CABA",-34.625854,-58.382357,,1,calle_altura,exacta,2026-06-13
SAN JUAN AV. 2902,SAN JUAN 2902,"SAN JUAN AV. 2902, CABA",-34.624325,-58.40595,,3,calle_altura,exacta,2026-06-13
TUCUMAN 913,TUCUMAN 913,"TUCUMAN 913, CABA",-34.601258,-58.379823,,1,calle_altura,exacta,2026-06-13
BOLIVAR 1082;BOLIVAR 1084;HUMBERTO 1° 499,BOLIVAR 1082,"BOLIVAR 1082, CABA",-34.620548,-58.372815,,1,calle_altura,exacta,2026-06-13
MATHEU 16,MATHEU 16,"MATHEU 16, CABA",-34.610154,-58.400405,,3,calle_altura,exacta,2026-06-13
TRES ARROYOS 1500,TRES ARROYOS 1500,"TRES ARROYOS 1500, CABA",-34.608635,-58.45997,,6,calle_altura,exacta,2026-06-13
ECUADOR 487,ECUADOR 487,"ECUADOR 487, CABA",-34.60447,-58.40784,,3,calle_altura,exacta,2026-06-13
RIVADAVIA AV. 2586,RIVADAVIA 2586,"RIVADAVIA AV. 2586, CABA",-34.610038,-58.403092,,3,calle_altura,exacta,2026-06-13
DIRECTORIO AV. 3511,DIRECTORIO 3511,"DIRECTORIO AV. 3511, CABA",-34.63799,-58.474706,,10,calle_altura,exacta,2026-06-13
LAVALLE 491,LAVALLE 491,"LAVALLE 491, CABA",-34.602088,-58.373691,,1,calle_altura,exacta,2026-06-13
VALLE 600,VALLE 600,"VALLE 600, CABA",-34.624557,-58.436208,,6,calle_altura,exacta,2026-06-13
DARWIN 306,DARWIN 306,"DARWIN 306, CABA",-34.596355,-58.448307,,15,calle_altura,exacta,2026-06-13
ROSARIO 439,ROSARIO 439,"ROSARIO 439, CABA",-34.619167,-58.435304,,6,calle_altura,exacta,2026-06-13
"GARAY, JUAN DE AV. 1859",GARAY 1859,"GARAY, JUAN DE AV. 1859, CABA",-34.62709,-58.391801,,3,calle_altura,exacta,2026-06-13
POTOSI 4250,POTOSI 4250,"POTOSI 4250, CABA",-34.607331,-58.426927,,5,calle_altura,exacta,2026-06-13
PARAGUAY 2335,PARAGUAY 2335,"PARAGUAY 2335, CABA",-34.597883,-58.401204,,2,calle_altura,exacta,2026-06-13
ELCANO AV. 3096,ELCANO 3096,"ELCANO AV. 3096, CABA",-34.571904,-58.458652,,13,calle_altura,exacta,2026-06-13
ALVAREZ JONTE AV. 3508,ALVAREZ JONTE 3508,"ALVAREZ JONTE AV. 3508, CABA",-34.61226,-58.491383,,11,calle_altura,exacta,2026-06-13
HONDURAS 5248,HONDURAS 5248,"HONDURAS 5248, CABA",-34.587211,-58.432517,,14,calle_altura,exacta,2026-06-13
AZOPARDO 501;AZOPARDO 503;REPUBLICA BOLIVARIANA DE VENEZUELA 102,AZOPARDO 501,"AZOPARDO 501, CABA",-34.613725,-58.367871,,1,calle_altura,exacta,2026-06-13
OLAZABAL AV. 4182;DONADO 2287,OLAZABAL 4182,"OLAZABAL AV. 4182, CABA",-34.57106,-58.476359,,12,calle_altura,exacta,2026-06-13
JUJUY AV. 505,JUJUY 505,"JUJUY AV. 505, CABA",-34.615994,-58.404618,,3,calle_altura,exacta,2026-06-13
CALLAO AV. 557,CALLAO 557,"CALLAO AV. 557, CABA",-34.602543,-58.3924,,1,calle_altura,exacta,2026-06-13
"JUSTO, JUAN B. AV. 9202;ALVAREZ JONTE AV. 6407",JUSTO 9202,"JUSTO, JUAN B. AV. 9202, CABA",-34.633997,-58.521521,,9,calle_altura,exacta,2026-06-13
NAZCA AV. 11,NAZCA 11,"NAZCA AV. 11, CABA",-34.630341,-58.46969,,7,calle_altura,exacta,2026-06-13
FERNANDEZ DE ENCISO 3510;FERNANDEZ DE ENCISO 3516,FERNANDEZ DE ENCISO 3510,"FERNANDEZ DE ENCISO 3510, CABA",-34.606759,-58.513595,,11,calle_altura,exacta,2026-06-13
CASTILLO 422,CASTILLO 422,"CASTILLO 422, CABA",-34.596172,-58.433677,,15,calle_altura,exacta,2026-06-13
BALCARCE 873,BALCARCE 873,"BALCARCE 873, CABA",-34.618073,-58.370237,,1,calle_altura,exacta,2026-06-13
BARRAGAN 263,BARRAGAN 263,"BARRAGAN 263, CABA",-34.637337,-58.522676,,9,calle_altura,exacta,2026-06-13
"CASTRO, EMILIO AV. 5989;CASTRO, EMILIO AV. 5999;PIZARRO 5922",CASTRO 5989,"CASTRO, EMILIO AV. 5989, CABA",-34.647548,-58.506111,,9,calle_altura,exacta,2026-06-13
JUNCAL 1159;JUNCAL 1165;JUNCAL 1167;JUNCAL 1169;JUNCAL 1171;JUNCAL 1173,JUNCAL 1159,"JUNCAL 1159, CABA",-34.592828,-58.383785,,1,calle_altura,exacta,2026-06-13
OLAZABAL AV. 4840,OLAZABAL 4840,"OLAZABAL AV. 4840, CABA",-34.575122,-58.483345,,12,calle_altura,exacta,2026-06-13
ACOYTE AV. 200,ACOYTE 200,"ACOYTE AV. 200, CABA",-34.616089,-58.43766,,6,calle_altura,exacta,2026-06-13
BACACAY 4168,BACACAY 4168,"BACACAY 4168, CABA",-34.632438,-58.486018,,10,calle_altura,exacta,2026-06-13
LARRAYA 2227,LARRAYA 2227,"LARRAYA 2227, CABA",-34.659171,-58.491855,,9,calle_altura,exacta,2026-06-13
ENTRE RIOS AV. 833,ENTRE RIOS 833,"ENTRE RIOS AV. 833, CABA",-34.618544,-58.39179,,3,calle_altura,exacta,2026-06-13
"ALBERDI, JUAN BAUTISTA AV. 4395;ALBERDI, JUAN BAUTISTA AV. 4399",ALBERDI 4395,"ALBERDI, JUAN BAUTISTA AV. 4395, CABA",-34.641167,-58.487743,,10,calle_altura,exacta,2026-06-13
ORTEGA Y GASSET 1699,ORTEGA Y GASSET 1699,"ORTEGA Y GASSET 1699, CABA",-34.569012,-58.431661,,14,calle_altura,exacta,2026-06-13
CORDOBA AV. 2966,CORDOBA 2966,"CORDOBA AV. 2966, CABA",-34.59817,-58.409206,,3,calle_altura,exacta,2026-06-13
RIOBAMBA 909,RIOBAMBA 909,"RIOBAMBA 909, CABA",-34.598576,-58.394527,,2,calle_altura,exacta,2026-06-13
RIVADAVIA AV. 10655,RIVADAVIA 10655,"RIVADAVIA AV. 10655, CABA",-34.639161,-58.51371,,9,calle_altura,exacta,2026-06-13
AGUERO 2125,AGUERO 2125,"AGUERO 2125, CABA",-34.587643,-58.401654,,2,calle_altura,exacta,2026-06-13
