direccion_original,direccion_consulta,direccion_normalizada,latitud,longitud,barrio_usig,comuna_usig,precision,estado,fecha_consulta
RIVADAVIA AV. 2722,RIVADAVIA 2722,"RIVADAVIA AV. 2722, CABA",-34.61014,-58.404938,,3,calle_altura,exacta,2026-06-17
ARCE 401;ARCE 411,ARCE 401,"ARCE 401, CABA",-34.570374,-58.431729,,14,calle_altura,exacta,2026-06-17
"SCALABRINI ORTIZ, RAUL AV. 622;SCALABRINI ORTIZ, RAUL AV. 626",SCALABRINI ORTIZ 622,"SCALABRINI ORTIZ, RAUL AV. 622, CABA",-34.597537,-58.435288,,15,calle_altura,exacta,2026-06-17
MENDOZA 1702,MENDOZA 1702,"MENDOZA 1702, CABA",-34.557236,-58.45096,,13,calle_altura,exacta,2026-06-17
BOUCHARD 466,BOUCHARD 466,"BOUCHARD 466, CABA",-34.602197,-58.369185,,1,calle_altura,exacta,2026-06-17
"ALVEAR, MARCELO T. De 1995",ALVEAR 1995,"ALVEAR AV. 1995, CABA",-34.587335,-58.389595,,2,calle_altura,exacta,2026-06-17
"PACHECO DE MELO, JOSE ANDRES 2951",PACHECO DE MELO 2951,"PACHECO DE MELO, JOSE ANDRES 2951, CABA",-34.584997,-58.4043,,2,calle_altura,exacta,2026-06-17
BRASIL 2882,BRASIL 2882,"BRASIL 2882, CABA",-34.633146,-58.404282,,4,calle_altura,exacta,2026-06-17
DIRECTORIO AV. 491,DIRECTORIO 491,"DIRECTORIO AV. 491, CABA",-34.627886,-58.433428,,6,calle_altura,exacta,2026-06-17
RIVADAVIA 885,RIVADAVIA 885,"RIVADAVIA AV. 885, CABA",-34.608256,-58.379047,,1,calle_altura,exacta,2026-06-17
"PERON, JUAN DOMINGO, TTE. GENERAL 3997",PERON 3997,"PERON, JUAN DOMINGO, TTE. GENERAL 3997, CABA",-34.605953,-58.422678,,5,calle_altura,exacta,2026-06-17
VIAMONTE 2209,VIAMONTE 2209,"VIAMONTE 2209, CABA",-34.601043,-58.398855,,3,calle_altura,exacta,2026-06-17
"ALVEAR, MARCELO T. De 2193;ALVEAR, MARCELO T. De 2197;ALVEAR, MARCELO T. De 2199",ALVEAR 2193,"ALVEAR AV. 2193, CABA",-34.585068,-58.390802,,2,calle_altura,exacta,2026-06-17
"JAURES, JEAN 273",JAURES 273,"JAURES, JEAN 273, CABA",-34.607008,-58.410058,,3,calle_altura,exacta,2026-06-17
JURAMENTO 1401,JURAMENTO 1401,"JURAMENTO 1401, CABA",-34.556095,-58.446813,,13,calle_altura,exacta,2026-06-17
INDEPENDENCIA AV. 1837,INDEPENDENCIA 1837,"INDEPENDENCIA AV. 1837, CABA",-34.618103,-58.392345,,3,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 3599,RIVADAVIA 3599,"RIVADAVIA AV. 3599, CABA",-34.610852,-58.417188,,5,calle_altura,exacta,2026-06-17
MOSCONI GENERAL AV. 4002;CHIVILCOY AV. 4698,MOSCONI 4002,"MOSCONI GENERAL AV. 4002, CABA",-34.595113,-58.516447,,11,calle_altura,exacta,2026-06-17
CUENCA 3199,CUENCA 3199,"CUENCA 3199, CABA",-34.600689,-58.495732,,11,calle_altura,exacta,2026-06-17
PERU 159,PERU 159,"PERU 159, CABA",-34.609849,-58.374945,,1,calle_altura,exacta,2026-06-17
PARAGUAY 3510,PARAGUAY 3510,"PARAGUAY 3510, CABA",-34.592331,-58.414548,,14,calle_altura,exacta,2026-06-17
"DE LA TORRE, LISANDRO 881;DE LA TORRE, LISANDRO 883",DE LA TORRE 881,"DE LA TORRE, LISANDRO 881, CABA",-34.64853,-58.518597,,9,calle_altura,exacta,2026-06-17
INDEPENDENCIA AV. 1698,INDEPENDENCIA 1698,"INDEPENDENCIA AV. 1698, CABA",-34.618158,-58.390178,,1,calle_altura,exacta,2026-06-17
"GALLARDO, ANGEL AV. 581",GALLARDO 581,"GALLARDO 581, CABA",-34.631927,-58.52484,,10,calle_altura,exacta,2026-06-17
POSADAS 1030;POSADAS 1032,POSADAS 1030,"POSADAS 1030, CABA",-34.590113,-58.381866,,1,calle_altura,exacta,2026-06-17
DIRECTORIO AV. 200,DIRECTORIO 200,"DIRECTORIO AV. 200, CABA",-34.62746,-58.429466,,7,calle_altura,exacta,2026-06-17
ZUVIRIA 51,ZUVIRIA 51,"ZUVIRIA 51, CABA",-34.628384,-58.427192,,7,calle_altura,exacta,2026-06-17
"JUSTO, JUAN B. AV. 4685;JUSTO, JUAN B. AV. 4699",JUSTO 4685,"JUSTO, JUAN B. AV. 4685, CABA",-34.609554,-58.465276,,11,calle_altura,exacta,2026-06-17
"RABANAL, FRANCISCO, INTENDENTE AV. 1999;CHARRUA 3498;CHARRUA 3492",RABANAL 1999,"RABANAL, FRANCISCO, INTENDENTE AV. 1999, CABA",-34.658119,-58.425647,,4,calle_altura,exacta,2026-06-17
DIRECTORIO AV. 2359,DIRECTORIO 2359,"DIRECTORIO AV. 2359, CABA",-34.633215,-58.460109,,7,calle_altura,exacta,2026-06-17
COMBATE DE LOS POZOS 903,COMBATE DE LOS POZOS 903,"COMBATE DE LOS POZOS 903, CABA",-34.619609,-58.393266,,3,calle_altura,exacta,2026-06-17
QUESADA 5050,QUESADA 5050,"QUESADA 5050, CABA",-34.56793,-58.489205,,12,calle_altura,exacta,2026-06-17
CIUDAD DE LA PAZ 1126,CIUDAD DE LA PAZ 1126,"CIUDAD DE LA PAZ 1126, CABA",-34.569596,-58.449456,,13,calle_altura,exacta,2026-06-17
TINOGASTA 3099;HELGUERA 3203,TINOGASTA 3099,"TINOGASTA 3099, CABA",-34.599742,-58.494426,,11,calle_altura,exacta,2026-06-17
ELCANO AV. 3189;CONDE 1533,ELCANO 3189,"ELCANO AV. 3189, CABA",-34.573064,-58.459525,,13,calle_altura,exacta,2026-06-17
NUÑEZ 5384,NUNEZ 5384,"NUÑEZ 5384, CABA",-34.564759,-58.495329,,12,calle_altura,exacta,2026-06-17
BONPLAND 1509,BONPLAND 1509,"BONPLAND 1509, CABA",-34.584829,-58.438954,,14,calle_altura,exacta,2026-06-17
TUCUMAN 2300,TUCUMAN 2300,"TUCUMAN 2300, CABA",-34.602259,-58.399547,,3,calle_altura,exacta,2026-06-17
CHIVILCOY AV. 3092,CHIVILCOY 3092,"CHIVILCOY AV. 3092, CABA",-34.605682,-58.506747,,11,calle_altura,exacta,2026-06-17
LOPE DE VEGA AV. 1599,LOPE DE VEGA 1599,"LOPE DE VEGA AV. 1599, CABA",-34.62514,-58.51043,,10,calle_altura,exacta,2026-06-17
MIGUELETES 1862,MIGUELETES 1862,"MIGUELETES 1862, CABA",-34.558349,-58.444747,,13,calle_altura,exacta,2026-06-17
"PUEYRREDON AV. 1205;MANSILLA, LUCIO NORBERTO, GENERAL 2493",PUEYRREDON 1205,"PUEYRREDON AV. 1205, CABA",-34.596495,-58.402961,,2,calle_altura,exacta,2026-06-17
"IGUAZU 408;CHUTRO, PEDRO, Prof., Dr. 3098",IGUAZU 408,"IGUAZU 408, CABA",-34.642426,-58.405989,,4,calle_altura,exacta,2026-06-17
"THAMES 1402;CABRERA, JOSE A. 5103",THAMES 1402,"THAMES 1402, CABA",-34.58923,-58.432986,,14,calle_altura,exacta,2026-06-17
SAN MARTIN AV. 2537,SAN MARTIN 2537,"ESCALADA DE SAN MARTIN, R. 2537, CABA",-34.612974,-58.473656,,11,calle_altura,exacta,2026-06-17
PASTEUR 750,PASTEUR 750,"PASTEUR 750, CABA",-34.600429,-58.399912,,3,calle_altura,exacta,2026-06-17
LACARRA 516,LACARRA 516,"LACARRA 516, CABA",-34.639849,-58.481688,,9,calle_altura,exacta,2026-06-17
DORREGO AV. 1322,DORREGO 1322,"DORREGO AV. 1322, CABA",-34.586305,-58.445391,,15,calle_altura,exacta,2026-06-17
SAN JUAN AV. 3899,SAN JUAN 3899,"SAN JUAN AV. 3899, CABA",-34.625936,-58.420116,,5,calle_altura,exacta,2026-06-17
CABILDO AV. 1099,CABILDO 1099,"CABILDO AV. 1099, CABA",-34.568893,-58.446783,,14,calle_altura,exacta,2026-06-17
"ARAOZ DE LAMADRID, GREGORIO, GRAL. 801;ARAOZ DE LAMADRID, GREGORIO, GRAL. 805;GARIBALDI 1381",ARAOZ DE LAMADRID 801,"ARAOZ DE LAMADRID, GREGORIO, GRAL. 801, CABA",-34.639294,-58.363871,,4,calle_altura,exacta,2026-06-17
CABELLO 3374,CABELLO 3374,"CABELLO 3374, CABA",-34.581515,-58.408388,,14,calle_altura,exacta,2026-06-17
MORENO 477,MORENO 477,"MORENO 477, CABA",-34.611339,-58.373101,,1,calle_altura,exacta,2026-06-17
VALLE 901;BARCO CENTENERA del 497,VALLE 901,"VALLE 901, CABA",-34.624959,-58.440796,,6,calle_altura,exacta,2026-06-17
SUPERI 3002;SUPERI 3004,SUPERI 3002,"SUPERI 3002, CABA",-34.559693,-58.473716,,12,calle_altura,exacta,2026-06-17
ESTADO DE ISRAEL AV. 4585,ESTADO DE ISRAEL 4585,"ESTADO DE ISRAEL AV. 4585, CABA",-34.599553,-58.430061,,15,calle_altura,exacta,2026-06-17
AUSTRIA 2210,AUSTRIA 2210,"AUSTRIA 2210, CABA",-34.587127,-58.402904,,2,calle_altura,exacta,2026-06-17
THAMES 600,THAMES 600,"THAMES 600, CABA",-34.594597,-58.442046,,15,calle_altura,exacta,2026-06-17
CIUDAD DE LA PAZ 514,CIUDAD DE LA PAZ 514,"CIUDAD DE LA PAZ 514, CABA",-34.573022,-58.443721,,13,calle_altura,exacta,2026-06-17
MENDOZA 1678,MENDOZA 1678,"MENDOZA 1678, CABA",-34.556979,-58.450532,,13,calle_altura,exacta,2026-06-17
ESMERALDA 566,ESMERALDA 566,"ESMERALDA 566, CABA",-34.601447,-58.378208,,1,calle_altura,exacta,2026-06-17
CONGRESO 2100;ARCOS 2795,CONGRESO 2100,"CONGRESO 2100, CABA",-34.553898,-58.45935,,13,calle_altura,exacta,2026-06-17
JURAMENTO AV. 2536;JURAMENTO AV. 2540,JURAMENTO 2536,"JURAMENTO AV. 2536, CABA",-34.56289,-58.458062,,13,calle_altura,exacta,2026-06-17
"SCALABRINI ORTIZ, RAUL AV. 2017",SCALABRINI ORTIZ 2017,"SCALABRINI ORTIZ, RAUL AV. 2017, CABA",-34.588531,-58.421178,,14,calle_altura,exacta,2026-06-17
"LACROZE, FEDERICO AV. 3595",LACROZE 3595,"LACROZE, FEDERICO AV. 3595, CABA",-34.581524,-58.451715,,15,calle_altura,exacta,2026-06-17
IBERA 2701,IBERA 2701,"IBERA 2701, CABA",-34.554969,-58.467287,,13,calle_altura,exacta,2026-06-17
ALVAREZ THOMAS AV. 703,ALVAREZ THOMAS 703,"ALVAREZ THOMAS AV. 703, CABA",-34.580022,-58.452106,,13,calle_altura,exacta,2026-06-17
AYACUCHO 868,AYACUCHO 868,"AYACUCHO 868, CABA",-34.599027,-58.395908,,2,calle_altura,exacta,2026-06-17
CRAMER 3520,CRAMER 3520,"CRAMER 3520, CABA",-34.552342,-58.472118,,13,calle_altura,exacta,2026-06-17
ANTEZANA 401,ANTEZANA 401,"ANTEZANA 401, CABA",-34.60555,-58.44571,,15,calle_altura,exacta,2026-06-17
COSTA RICA 4407,COSTA RICA 4407,"COSTA RICA 4407, CABA",-34.590079,-58.424078,,14,calle_altura,exacta,2026-06-17
"BONIFACIO, JOSE 2208;BONORINO, ESTEBAN, Cnel. AV. 301",BONIFACIO 2208,"BONIFACIO, JOSE 2208, CABA",-34.631548,-58.458333,,7,calle_altura,exacta,2026-06-17
JUNCAL 2006,JUNCAL 2006,"JUNCAL 2006, CABA",-34.593417,-58.395796,,2,calle_altura,exacta,2026-06-17
"FALCON, RAMON L.,CNEL. 3198",FALCON 3198,"FALCON, RAMON L.,CNEL. 3198, CABA",-34.633142,-58.472675,,7,calle_altura,exacta,2026-06-17
"LARRALDE, CRISOLOGO AV. 1584",LARRALDE 1584,"LARRALDE, CRISOLOGO AV. 1584, CABA",-34.545046,-58.460281,,13,calle_altura,exacta,2026-06-17
CONDE 802,CONDE 802,"CONDE 802, CABA",-34.577405,-58.450729,,13,calle_altura,exacta,2026-06-17
CORDOBA AV. 2475,CORDOBA 2475,"CORDOBA AV. 2475, CABA",-34.59913,-58.402272,,2,calle_altura,exacta,2026-06-17
"GALLARDO, ANGEL AV. 1036",GALLARDO 1036,"GALLARDO 1036, CABA",-34.62526,-58.527177,,10,calle_altura,exacta,2026-06-17
CORRIENTES AV. 781,CORRIENTES 781,"CORRIENTES AV. 781, CABA",-34.603395,-58.377846,,1,calle_altura,exacta,2026-06-17
CORDOBA AV. 2525,CORDOBA 2525,"CORDOBA AV. 2525, CABA",-34.598752,-58.402983,,2,calle_altura,exacta,2026-06-17
MEDRANO 1817;PARAGUAY 3899,MEDRANO 1817,"MEDRANO 1817, CABA",-34.589702,-58.417435,,14,calle_altura,exacta,2026-06-17
LARREA 809,LARREA 809,"LARREA 809, CABA",-34.598847,-58.402416,,2,calle_altura,exacta,2026-06-17
MORON 3000,MORON 3000,"MORON 3000, CABA",-34.624614,-58.474052,,7,calle_altura,exacta,2026-06-17
MORENO 1539,MORENO 1539,"MORENO 1539, CABA",-34.612374,-58.3881,,1,calle_altura,exacta,2026-06-17
GUATEMALA 4602;GUATEMALA 4608,GUATEMALA 4602,"GUATEMALA 4602, CABA",-34.586924,-58.423794,,14,calle_altura,exacta,2026-06-17
BERTRES 324,BERTRES 324,"BERTRES 324, CABA",-34.622094,-58.43902,,6,calle_altura,exacta,2026-06-17
SAN ANTONIO 619,SAN ANTONIO 619,"SAN ANTONIO 619, CABA",-34.649487,-58.378138,,4,calle_altura,exacta,2026-06-17
BARCO CENTENERA del 280,BARCO CENTENERA DEL 280,"BARCO CENTENERA DEL 280, CABA",-34.622543,-58.440834,,6,calle_altura,exacta,2026-06-17
NUÑEZ 6394;DE LOS CONSTITUYENTES AV. 6199,NUNEZ 6394,"NUÑEZ 6394, CABA",-34.570641,-58.507644,,12,calle_altura,exacta,2026-06-17
"SCALABRINI ORTIZ, RAUL AV. 306",SCALABRINI ORTIZ 306,"SCALABRINI ORTIZ, RAUL AV. 306, CABA",-34.599646,-58.438586,,15,calle_altura,exacta,2026-06-17
ACOYTE 1396,ACOYTE 1396,"ACOYTE 1396, CABA",-34.603709,-58.442609,,15,calle_altura,exacta,2026-06-17
ENTRE RIOS AV. 1245,ENTRE RIOS 1245,"ENTRE RIOS AV. 1245, CABA",-34.623325,-58.391572,,3,calle_altura,exacta,2026-06-17
"LARRALDE, CRISOLOGO AV. 3642",LARRALDE 3642,"LARRALDE, CRISOLOGO AV. 3642, CABA",-34.555043,-58.479067,,12,calle_altura,exacta,2026-06-17
MISIONES 370,MISIONES 370,"MISIONES 370, CABA",-34.614124,-58.404087,,3,calle_altura,exacta,2026-06-17
ALVAREZ THOMAS AV. 22,ALVAREZ THOMAS 22,"ALVAREZ THOMAS AV. 22, CABA",-34.583077,-58.444839,,15,calle_altura,exacta,2026-06-17
YERBAL 5199,YERBAL 5199,"YERBAL 5199, CABA",-34.636463,-58.499527,,10,calle_altura,exacta,2026-06-17
GURRUCHAGA 2050,GURRUCHAGA 2050,"GURRUCHAGA 2050, CABA",-34.586585,-58.425056,,14,calle_altura,exacta,2026-06-17
HONDURAS 4733;HONDURAS 4731,HONDURAS 4733,"HONDURAS 4733, CABA",-34.590471,-58.427413,,14,calle_altura,exacta,2026-06-17
AVELLANEDA AV. 2095,AVELLANEDA 2095,"AVELLANEDA AV. 2095, CABA",-34.622879,-58.461092,,7,calle_altura,exacta,2026-06-17
MEDRANO AV. 801;MEDRANO AV. 815,MEDRANO 801,"MEDRANO AV. 801, CABA",-34.600613,-58.420526,,5,calle_altura,exacta,2026-06-17
MORENO 1696;MORENO 1700;SOLIS 302,MORENO 1696,"MORENO 1696, CABA",-34.612593,-58.390211,,1,calle_altura,exacta,2026-06-17
CORDOBA AV. 3579,CORDOBA 3579,"CORDOBA AV. 3579, CABA",-34.597746,-58.416921,,14,calle_altura,exacta,2026-06-17
"BEIRO, FRANCISCO AV. 4293",BEIRO 4293,"BEIRO, FRANCISCO AV. 4293, CABA",-34.605628,-58.511583,,11,calle_altura,exacta,2026-06-17
"BEIRO, FRANCISCO AV. 4289",BEIRO 4289,"BEIRO, FRANCISCO AV. 4289, CABA",-34.605628,-58.511583,,11,calle_altura,exacta,2026-06-17
"CALVO, CARLOS 1454;CALVO, CARLOS 1456;CALVO, CARLOS 1458;CALVO, CARLOS 1460",CALVO 1454,"CALVO, CARLOS 1454, CABA",-34.619951,-58.386585,,1,calle_altura,exacta,2026-06-17
REPUBLICA BOLIVARIANA DE VENEZUELA 865,REPUBLICA BOLIVARIANA DE VENEZUELA 865,"REPUBLICA BOLIVARIANA DE VENEZUELA 865, CABA",-34.614033,-58.378522,,1,calle_altura,exacta,2026-06-17
SOLDADO DE LA INDEPENDENCIA 1023,SOLDADO DE LA INDEPENDENCIA 1023,"SOLDADO DE LA INDEPENDENCIA 1023, CABA",-34.565802,-58.43737,,14,calle_altura,exacta,2026-06-17
"ALBERDI, JUAN BAUTISTA AV. 3100",ALBERDI 3100,"ALBERDI, JUAN BAUTISTA AV. 3100, CABA",-34.634159,-58.471031,,7,calle_altura,exacta,2026-06-17
CORDOBA AV. 4031,CORDOBA 4031,"CORDOBA AV. 4031, CABA",-34.597363,-58.423926,,14,calle_altura,exacta,2026-06-17
CATAMARCA 539,CATAMARCA 539,"CATAMARCA 539, CABA",-34.616611,-58.40575,,3,calle_altura,exacta,2026-06-17
MAURE 4061,MAURE 4061,"MAURE 4061, CABA",-34.586726,-58.452071,,15,calle_altura,exacta,2026-06-17
"FALCON, RAMON L.,CNEL. 6348",FALCON 6348,"FALCON, RAMON L.,CNEL. 6348, CABA",-34.640545,-58.515535,,9,calle_altura,exacta,2026-06-17
"URQUIZA, Gral. 1207",URQUIZA 1207,"URQUIZA, GRAL. 1207, CABA",-34.624841,-58.408909,,3,calle_altura,exacta,2026-06-17
ESCALADA AV. 2437,ESCALADA 2437,"ESCALADA AV. 2437, CABA",-34.660589,-58.475436,,8,calle_altura,exacta,2026-06-17
HONDURAS 5308,HONDURAS 5308,"HONDURAS 5308, CABA",-34.586743,-58.433116,,14,calle_altura,exacta,2026-06-17
CARABOBO AV. 17,CARABOBO 17,"CARABOBO AV. 17, CABA",-34.626985,-58.456676,,7,calle_altura,exacta,2026-06-17
"GARCIA, TEODORO 2806;CRAMER 792;CRAMER 800",GARCIA 2806,"GARCIA DEL RIO AV. 2806, CABA",-34.549499,-58.473183,,12,calle_altura,exacta,2026-06-17
CABILDO AV. 501,CABILDO 501,"CABILDO AV. 501, CABA",-34.5713,-58.441964,,14,calle_altura,exacta,2026-06-17
"JUSTO, JUAN B. AV. 9481",JUSTO 9481,"JUSTO, JUAN B. AV. 9481, CABA",-34.634258,-58.523895,,10,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 7908,RIVADAVIA 7908,"RIVADAVIA AV. 7908, CABA",-34.632483,-58.475816,,10,calle_altura,exacta,2026-06-17
MENDEZ DE ANDES 1398,MENDEZ DE ANDES 1398,"MENDEZ DE ANDES 1398, CABA",-34.617506,-58.453708,,6,calle_altura,exacta,2026-06-17
CONGRESO AV. 5136,CONGRESO 5136,"CONGRESO AV. 5136, CABA",-34.570057,-58.490595,,12,calle_altura,exacta,2026-06-17
ALVAREZ JONTE AV. 5070,ALVAREZ JONTE 5070,"ALVAREZ JONTE AV. 5070, CABA",-34.621611,-58.508553,,10,calle_altura,exacta,2026-06-17
ROJAS 42;ROJAS 46,ROJAS 42,"ROJAS 42, CABA",-34.619964,-58.441724,,6,calle_altura,exacta,2026-06-17
DIRECTORIO AV. 2083,DIRECTORIO 2083,"DIRECTORIO AV. 2083, CABA",-34.632047,-58.456371,,7,calle_altura,exacta,2026-06-17
SAN JUAN AV. 4132,SAN JUAN 4132,"SAN JUAN AV. 4132, CABA",-34.626577,-58.423298,,5,calle_altura,exacta,2026-06-17
LAVALLE 1892,LAVALLE 1892,"LAVALLE 1892, CABA",-34.603239,-58.393828,,3,calle_altura,exacta,2026-06-17
LAVALLEJA 1094;LAVALLEJA 1096,LAVALLEJA 1094,"LAVALLEJA 1094, CABA",-34.596739,-58.428011,,15,calle_altura,exacta,2026-06-17
CARABOBO AV. 1688,CARABOBO 1688,"CARABOBO AV. 1688, CABA",-34.642573,-58.444438,,7,calle_altura,exacta,2026-06-17
CUENCA 4103,CUENCA 4103,"CUENCA 4103, CABA",-34.592979,-58.502208,,12,calle_altura,exacta,2026-06-17
"ACUÑA DE FIGUEROA, FRANCISCO 1790;ACUÑA DE FIGUEROA, FRANCISCO 1800",ACUNA DE FIGUEROA 1790,"ACUÑA DE FIGUEROA, FRANCISCO 1790, CABA",-34.590219,-58.420277,,14,calle_altura,exacta,2026-06-17
FLORIDA 102,FLORIDA 102,"FLORIDA 102, CABA",-34.606623,-58.375125,,1,calle_altura,exacta,2026-06-17
AGUIRRE 971,AGUIRRE 971,"AGUIRRE 971, CABA",-34.593576,-58.439402,,15,calle_altura,exacta,2026-06-17
LOPE DE VEGA AV. 3039,LOPE DE VEGA 3039,"LOPE DE VEGA AV. 3039, CABA",-34.614302,-58.524539,,11,calle_altura,exacta,2026-06-17
HUMBOLDT 1411,HUMBOLDT 1411,"HUMBOLDT 1411, CABA",-34.587292,-58.438095,,14,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 8391,RIVADAVIA 8391,"RIVADAVIA AV. 8391, CABA",-34.63359,-58.481379,,10,calle_altura,exacta,2026-06-17
VIAMONTE 881,VIAMONTE 881,"VIAMONTE 881, CABA",-34.600093,-58.379358,,1,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 11640,RIVADAVIA 11640,"RIVADAVIA AV. 11640, CABA",-34.639401,-58.528249,,9,calle_altura,exacta,2026-06-17
"PUEYRREDON, HONORIO, DR. AV. 1123",PUEYRREDON 1123,"PUEYRREDON AV. 1123, CABA",-34.597355,-58.403252,,2,calle_altura,exacta,2026-06-17
CORRIENTES AV. 3301,CORRIENTES 3301,"CORRIENTES AV. 3301, CABA",-34.604009,-58.411916,,3,calle_altura,exacta,2026-06-17
"GUEMES 4391;BORGES, JORGE LUIS 2407;BORGES, JORGE LUIS 2409",GUEMES 4391,"GUEMES 4391, CABA",-34.582892,-58.421747,,14,calle_altura,exacta,2026-06-17
"LACROZE, FEDERICO AV. 2425;LACROZE, FEDERICO AV. 2431",LACROZE 2425,"LACROZE, FEDERICO AV. 2425, CABA",-34.57046,-58.445275,,13,calle_altura,exacta,2026-06-17
VIEYTES 1387,VIEYTES 1387,"VIEYTES 1387, CABA",-34.648663,-58.37731,,4,calle_altura,exacta,2026-06-17
LAPRIDA 1954,LAPRIDA 1954,"LAPRIDA 1954, CABA",-34.588101,-58.400506,,2,calle_altura,exacta,2026-06-17
MONTE 5938;MONTE 5936,MONTE 5938,"MONTE 5938, CABA",-34.663018,-58.49012,,9,calle_altura,exacta,2026-06-17
AYACUCHO 1821,AYACUCHO 1821,"AYACUCHO 1821, CABA",-34.588957,-58.390626,,2,calle_altura,exacta,2026-06-17
CONSTITUCION 1102,CONSTITUCION 1102,"CONSTITUCION 1102, CABA",-34.624694,-58.381901,,1,calle_altura,exacta,2026-06-17
LIBERTAD 171,LIBERTAD 171,"LIBERTAD 171, CABA",-34.606582,-58.383534,,1,calle_altura,exacta,2026-06-17
"ALSINA, ADOLFO 1864;ALSINA, ADOLFO 1868",ALSINA 1864,"ALSINA, ADOLFO 1864, CABA",-34.611606,-58.392741,,3,calle_altura,exacta,2026-06-17
"PEDRAZA, MANUELA 2069",PEDRAZA 2069,"PEDRAZA, MANUELA 2069, CABA",-34.549599,-58.463165,,13,calle_altura,exacta,2026-06-17
CAMPILLO 2733,CAMPILLO 2733,"CAMPILLO 2733, CABA",-34.5874,-58.475189,,15,calle_altura,exacta,2026-06-17
RIVADAVIA AV. 6315,RIVADAVIA 6315,"RIVADAVIA AV. 6315, CABA",-34.626178,-58.455674,,7,calle_altura,exacta,2026-06-17
SAENZ AV. 1171,SAENZ 1171,"SAENZ AV. 1171, CABA",-34.654316,-58.416601,,4,calle_altura,exacta,2026-06-17
"CALVO, CARLOS AV. 4300",CALVO 4300,"CALVO, CARLOS AV. 4300, CABA",-34.625105,-58.425801,,5,calle_altura,exacta,2026-06-17
ANDONAEGUI 2109;ANDONAEGUI 2111,ANDONAEGUI 2109,"ANDONAEGUI 2109, CABA",-34.578648,-58.487036,,12,calle_altura,exacta,2026-06-17
"SUAREZ AV. 1999;SALMUN FEIJOO, JOSE AARON 796",SUAREZ 1999,"SUAREZ AV. 1999, CABA",-34.64097,-58.378196,,4,calle_altura,exacta,2026-06-17
INDEPENDENCIA AV. 1789,INDEPENDENCIA 1789,"INDEPENDENCIA AV. 1789, CABA",-34.618047,-58.391248,,1,calle_altura,exacta,2026-06-17
GURRUCHAGA 1776,GURRUCHAGA 1776,"GURRUCHAGA 1776, CABA",-34.588227,-58.427595,,14,calle_altura,exacta,2026-06-17
"CABRERA, JOSE A. 5187",CABRERA 5187,"CABRERA, JOSE A. 5187, CABA",-34.58884,-58.433717,,14,calle_altura,exacta,2026-06-17
ANASAGASTI 2067,ANASAGASTI 2067,"ANASAGASTI 2067, CABA",-34.588835,-58.411435,,14,calle_altura,exacta,2026-06-17
FITZ ROY 2261,FITZ ROY 2261,"FITZ ROY 2261, CABA",-34.57985,-58.431308,,14,calle_altura,exacta,2026-06-17
SAYOS 5674,SAYOS 5674,"SAYOS 5674, CABA",-34.677559,-58.474315,,8,calle_altura,exacta,2026-06-17
BELGRANO AV. 3226,BELGRANO 3226,"BELGRANO AV. 3226, CABA",-34.615442,-58.411529,,3,calle_altura,exacta,2026-06-17
"RODRIGUEZ, MARTIN 780",RODRIGUEZ 780,"FRAY CAYETANO RODRIGUEZ 780, CABA",-34.621467,-58.466525,,7,calle_altura,exacta,2026-06-17
"TUCUMAN 3600;BRAVO, MARIO 895;BRAVO, MARIO 897",TUCUMAN 3600,"TUCUMAN 3600, CABA",-34.599381,-58.415886,,5,calle_altura,exacta,2026-06-17
REGIMIENTO DE PATRICIOS AV. 1853;REGIMIENTO DE PATRICIOS AV. 1855,REGIMIENTO DE PATRICIOS 1853,"REGIMIENTO DE PATRICIOS AV. 1853, CABA",-34.64711,-58.368294,,4,calle_altura,exacta,2026-06-17
BARCO CENTENERA del 534;BARCO CENTENERA del 536,BARCO CENTENERA DEL 534,"BARCO CENTENERA DEL 534, CABA",-34.625424,-58.440518,,6,calle_altura,exacta,2026-06-17
CUENCA 3399,CUENCA 3399,"CUENCA 3399, CABA",-34.598611,-58.497289,,11,calle_altura,exacta,2026-06-17
CONESA 4398;CONESA 4400,CONESA 4398,"CONESA 4398, CABA",-34.545645,-58.477283,,12,calle_altura,exacta,2026-06-17
SALTA 1998;15 DE NOVIEMBRE DE 1889 1199,SALTA 1998,"SALTA 1998, CABA",-34.630532,-58.382628,,1,calle_altura,exacta,2026-06-17
BOEDO AV. 797,BOEDO 797,"BOEDO AV. 797, CABA",-34.622323,-58.416466,,5,calle_altura,exacta,2026-06-17
SAN MARTIN 205,SAN MARTIN 205,,,,,,"HTTPSConnectionPool(host='servicios.usig.buenosaires.gob.ar', port=443): Read timed out. (read timeout=10)",error,2026-06-17
MORENO 2594,MORENO 2594,"MORENO 2594, CABA",-34.613381,-58.402936,,3,calle_altura,exacta,2026-06-17
ROOSEVELT FRANKLIN D. AV. 5437,ROOSEVELT FRANKLIN D 5437,"ROOSEVELT FRANKLIN D. AV. 5437, CABA",-34.575623,-58.491074,,12,calle_altura,exacta,2026-06-17
