fuente,archivo_origen,id_registro_original,clave_habilitacion,nombre_original,rubro_original,descripcion_original,patron_detectado,categoria_panaderia,confianza_categoria,motivo_categoria,direccion_original,comuna_original,barrio_original,lat,lon,calidad_geo,fecha_habilitacion,observaciones,fuentes_que_lo_detectan,cantidad_fuentes,es_duplicado_probable,grupo_duplicado,confianza_match,requiere_revision_manual,registros_agrupados,comuna_efectiva,barrio_efectivo,nivel_universo
F02,f02_habilitaciones_aprobadas_2015_2018.csv,228781,236062/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"GALLARDO, ANGEL AV. 1091",,,-34.607163,-58.445379,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0011,media,no,2,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,195503,236063/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,24 DE NOVIEMBRE 108,,,-34.611968,-58.41162,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0012,unica,no,1,3,Balvanera,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,440743,236103/1,Panificadora Maipu 608 Srl,Elaboración de productos de panadería con venta directa al público.,"1-EN PLANOS NO AGREGÓ LOS DATOS DEL PROFESIONAL ACTUANTE. ART. 2.1.4 CHyV.-

2-DEBE AGREGAR DIGITALMENTE EL CERTIFICADO APRA. RESOLUCIÓN-2014-766-AGC.-",elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"URIBURU JOSE E., Pres. 1092",2,,-34.595639,-58.398631,cache_usig_exacta,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0013,media,no,26,2,Recoleta,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,220958,236105,Panificadora Maipu 608 Srl,Elaboración de productos de panadería con venta directa al público.,"1-EN PLANOS NO AGREGÓ LOS DATOS DEL PROFESIONAL ACTUANTE. ART. 2.1.4 CHyV.-

2-SE SOLICITA QUE EN PLANILLA DE PLANOS INDIQUE QUE LOS SECTORES DE ELABORACIÓN VENTILAN DE MANERA MECÁNICA. ART. 2.1.4 CHy",elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MAIPU 608,1,,-34.600969,-58.376807,cache_usig_exacta,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0014,media,no,102,1,San Nicolas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,148856,236372/3,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CURAPALIGUE 443,,,-34.629934,-58.451957,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0015,unica,no,1,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,69484,236525,Cabau Srl,Elaboración de productos de panadería con venta directa al público.,"1-VISTA LA MODIFICACION A LA LEY DE IMPACTO AMBIENTAL MEDIANTE RESOLUCION Nº00254-MMAGC-2007,  DEBERA DECLARAR EL ANCHO DE CALLE, ADJUNTAR DOCUMENTACION FEHACIENTE EXTENDIDA POR LA DIRECCION GENERAL D",elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,GUAMINI 4936,8,,-34.687664,-58.476813,cache_usig_exacta,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0016,media,no,34,8,Villa Riachuelo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,66389,236526,Cabau Srl.,Elaboración de productos de panadería con venta directa al público.,"1-SE HA ADVERTIDO QUE AL VALOR DE LA SOBRECARGA QUE ACOMPAÑA NO LE CONSIGNÓ EL ÍTEM 13 PARA LOS DEPÓSITOS DE PLANTA ALTA. ART. 8.1.3 CE.-

2-LA ESCALERA A LA PLANTA ALTA CARECE DE ANCHO MÍNIMO REGLAME",elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MURGUIONDO 4076,8,,-34.676035,-58.476775,cache_usig_exacta,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0017,media,no,26,8,Villa Lugano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,69735,236527,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"CHILAVERT, MARTINIANO, CORONEL 6622",,,-34.687631,-58.477479,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0018,media,no,2,8,Villa Riachuelo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,270024,236577/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,MOSCONI GENERAL AV. 3446,,,-34.590732,-58.509344,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0019,media,no,2,11,Villa Devoto,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,350828,236588,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,BAUNESS 2095,,,-34.577952,-58.484633,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0020,media,no,2,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,212501,236721/1,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"GARAY, JUAN DE AV. 1253",,,-34.626896,-58.383631,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0021,unica,no,1,1,Constitucion,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,88595,236783/2,Friends Food S.A.,Elaboración de productos de panadería n.c.p.,"1.- VISTO LOS RUBROS SOLICITADOS, EL LOCAL DEBERA CUMPLIMENTAR CON LO NORMADO EN EL ART. 7.3.1.1 DEL CE.
2.- DEBERA INDICAR SI SE ELABORA PAN EN CUYO CASO DEBERA CONTAR CON UNA CAMARA DE FERMENTACIONB",elaboracion_panaderia_ncp,elaboracion_ncp,0.9,Rubro de nucleo: elaboracion_panaderia_ncp,LARRAZABAL 3543,8,,-34.671957,-58.477981,cache_usig_exacta,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0022,media,no,74,8,Villa Lugano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,240854,236803,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,DE LOS INCAS AV. 4225,,,-34.579416,-58.471138,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0023,media,no,2,15,Villa Ortuzar,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,374870,236814,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,OLAZABAL 3272,,,-34.565224,-58.46676,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0024,media,no,2,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,376796,236950/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,DEL LIBERTADOR AV. 6073,,,-34.555913,-58.448191,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0025,unica,no,1,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,263628,237007,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ALVAREZ JONTE AV. 3293,,,-34.610436,-58.489156,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0026,unica,no,1,11,Villa Del Parque,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,295899,237033/2,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"BEIRO, FRANCISCO AV. 5384",,,-34.614768,-58.525989,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0027,media,no,2,10,Villa Real,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,12485,237063/3,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CUZCO 209,,,-34.637162,-58.527904,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0028,unica,no,1,9,Liniers,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,100179,237099,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MATHEU 1792,,,-34.630406,-58.397787,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0029,media,no,3,4,Parque Patricios,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,417103,237161/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,VIDAL 1773,,,-34.56726,-58.457655,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0030,unica,si,1,13,Belgrano,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,230092,237174/2,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"REPETTO, NICOLAS, DR. 1439",,,-34.606226,-58.451152,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0031,unica,no,1,15,Villa Crespo,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,214415,237277/3,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ENTRE RIOS AV. 1098,,,-34.621411,-58.391468,cache_usig_exacta,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0032,unica,si,1,1,Constitucion,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,143847,237320/5,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,VARELA AV. 791,,,-34.638562,-58.459706,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0033,unica,no,1,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,223686,237328/29,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,TALCAHUANO 392,,,-34.604173,-58.385157,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0034,media,no,2,1,San Nicolas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,218354,237509,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MORENO 1794,,,-34.612686,-58.391527,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0035,media,no,2,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,410681,237519/2,Salore S.R.L.,Elaboración de productos de panadería con venta directa al público.,"1-SOBRECARGA INCOMPLETA, NO INCLUYE LA TOTALIDAD DE LAS PLANTAS QUE LA REQUIEREN. ART. 8.1.3 CE.- (planta baja y planta entrepiso)

2-EN PLANTA BAJA EL PASO ENTRE EL LOCAL 1 Y LA CUADRA 2 Y DESDE ESTA",elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CABILDO AV. 1690,13,,-34.565668,-58.453333,cache_usig_exacta,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0036,media,no,362,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,72692,237751/1,La Primera Estrella S.A.,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,"1-EL PLANO NO SE VISUALIZA CORRECTAMENTE, DEBE AGREGARLO EN EL FORMATO REGLAMENTARIO. RESOLUCIÓN-2014-766-AGC (ANEXO 3 PASO 6) (DEBE SER UN FORMATO GENERADO POR AUTOCAD CON EXTENSIÓN DWF, EN 2D, FONDO",despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,RIVADAVIA AV. 9383,10,,-34.636892,-58.496304,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0037,media,no,19,10,Villa Luro,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,145321,237886,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,SAN PEDRITO AV. 395,,,-34.635396,-58.46766,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0038,unica,no,1,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,178569,237893/2,Maria Del Carmen Andrade Tedin Y Raul Omar Di Bin,Elaboración de productos de panadería con venta directa al público.,"1.- DEBERA ADJUNTAR PLANOS DE HABILITACION CONFORME AL PASO 6 DEL ANEXO III DE LA RES. 766/AGC/2014( FONDO BLANCO, LINEAS NEGRAS, ESPESORES REGLAMENTARIOSY EN DOS DIMENSIONES).
2.-EL LOCAL REQUIERE DE",elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIO DE JANEIRO 106,6,,-34.613965,-58.430152,cache_usig_exacta,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0039,media,no,10,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,140617,237909/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"FALCON, RAMON L.,CNEL. 1975",,,-34.628339,-58.456853,cache_usig_exacta_sin_control_comuna,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0040,media,no,3,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,147031,237939,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,YERBAL 2901,,,-34.629452,-58.470438,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0041,media,no,2,7,Flores,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,111240,238027,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,AZARA 234,,,-34.634241,-58.372153,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0042,media,no,2,4,Barracas,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,140538,238028,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,PRIMERA JUNTA 1982,,,,,sin_geo,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0043,media,si,2,,,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,410279,238068/2,Sol Micaela Glinberg Y Leandro Ezequiel Gruz,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,"1.- Debe incorporar la escritura digital, conforme Resolución N°766-AGC-2014.-",despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,AMENABAR 1314,13,,-34.569361,-58.451739,cache_usig_exacta,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0044,media,no,14,13,Colegiales,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,378465,238090/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,CIUDAD DE LA PAZ 2701,,,-34.557233,-58.462231,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0045,unica,no,1,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,279450,238103,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ALVAREZ JONTE AV. 4873,,,-34.620151,-58.506616,cache_usig_exacta,2017,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0046,unica,si,1,10,Monte Castro,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,335701,238166,Gege & Compañia S.R.L.,Elaboración de productos de panadería con venta directa al público.,1.- Debe aclarar en toda la documentación que no se elabora pan.,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,DEL LIBERTADOR AV. 5990,13,,-34.556955,-58.447629,cache_usig_exacta,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0047,media,no,10,13,Belgrano,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,340537,238419,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,RAMALLO 2369,,,-34.542746,-58.47226,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0048,media,no,2,13,Nuñez,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,254752,238482,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,ARGERICH 2728,,,-34.605093,-58.488462,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0049,media,no,2,11,Villa Del Parque,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,351200,238512,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,MENDOZA AV. 5305,,,-34.578336,-58.486041,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0050,unica,no,1,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,342855,238614,Dia Argentina S.A.,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,"1.- Debe presentar copia Registrada del Plano de Ventilación Mecánica conforme art. 4.6.6.2 AD 630.29.-
2.- El certificado de sobrecarga no se ajusta a lo exigido en el art. 8.1.3. del C.E. (deposito ",despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,ALVAREZ THOMAS AV. 2427,12,,-34.576897,-58.475887,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0051,media,no,5,12,Villa Urquiza,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,358784,238615,Dia Argentina S.A.,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,"1-SOBRECARGA INCOMPLETA, AGREGAR ESCALERA, BARANDILLA Y SANITARIOS (LEYENDA E ÍTEMS). ART. 8.1.3 CHyV.-

2-SECTORIZAR EL DEPÓSITO 4 DE MANERA TAL QUE ÉSTE NO SEA UN ""PASO"" HACIA OTROS LOCALES CON USO ",despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,"BALBIN, RICARDO, DR. AV. 4881",12,,-34.55211683,-58.49841531,cache_fuente_oficial,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0052,media,no,5,12,Saavedra,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,161086,238623,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"GOYENA, PEDRO AV. 835",,,-34.626247,-58.439673,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0053,media,no,3,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,190572,238626/3,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,CORRIENTES AV. 3020,,,-34.604301,-58.408128,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0054,unica,si,1,3,Balvanera,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,415776,238690,,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,CORDOBA AV. 6008,,,-34.584489,-58.445079,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0055,unica,no,1,15,Chacarita,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,157246,238729,Día Argentina S.A.,COM.MIN.DESPACHO DE PAN Y PRODUCTOS AFINES,en el certificado de sobrecarga debe indicar textualmente la sobrecarga correspondiente a los items  indicado en el art 8.1.3 barandiilla y escaleras.,despacho_de_pan,despacho_de_pan,0.9,Rubro de nucleo: despacho_de_pan,VALLE 509,6,,-34.624429,-58.434822,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0056,media,no,17,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,284068,238768/2,,Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,,coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,ALVAREZ JONTE AV. 5290,,,-34.624119,-58.511406,cache_usig_exacta_sin_control_comuna,2018,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0057,unica,si,1,10,Monte Castro,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,217919,238771/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"SAENZ PEÑA, LUIS, PRES. 517",,,-34.614799,-58.387536,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,no,G0058,unica,no,1,1,Monserrat,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,312172,238788,"Maddonni Jesica, Maddonni Nicolas Y Maddonni Lionel S.H",Fabricación de masas y demás productos de pastelería y sandwiches. Cocción de productos de panadería cuando se reciba la masa ya elaborada.,"1.- Debe contar con un local destinado a depósito de harina, art. 7.2.8.1 inc. c) AD 630.85.-
2.- Difiere el nombre de los titulares en toda la documentación, Decreto N°93.-
3.- Debe cumplir con la re",coccion_masa_ya_elaborada,punto_de_coccion,0.7,Punto de coccion / masas y pasteleria: vende productos de panaderia pero no elabora la masa,TRIUNVIRATO AV. 3916,15,,-34.579933,-58.475928,cache_usig_exacta,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0059,media,si,28,15,Parque Chas,B
F02,f02_habilitaciones_aprobadas_2015_2018.csv,131956,238897,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,RIVADAVIA AV. 6097,,,-34.624663,-58.451789,cache_usig_exacta_sin_control_comuna,2016,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0060,media,no,2,6,Caballito,A
F02,f02_habilitaciones_aprobadas_2015_2018.csv,248195,239124/1,,Elaboración de productos de panadería con venta directa al público.,,elaboracion_panaderia_venta_directa,elaboracion_con_venta_directa,0.9,Rubro de nucleo: elaboracion_panaderia_venta_directa,"ARTIGAS, JOSE GERVASIO, GRAL. 1553",,,-34.613158,-58.472716,cache_usig_exacta_sin_control_comuna,2015,esquema=legacy; archivo=2015_2018; sin nombre: titulares no se leen (dato personal),F02,1,si,G0061,media,no,3,11,Villa Gral. Mitre,A
